NumeroDaAmostra	DataDeRegistroNoSISAGUA	DataColeta	DescricaoDoLocal	Zona	CategoriaArea	Area	TipoDoLocal	NomeLocal	Latitude	Longitude	fk_Municipio_CodigoDoIBGE	Procedencia	PontoDeColeta	Motivo	Hora
220110000048	2022-05-16 16:43:22	2022-04-26	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA CHEGADA ALTA CARGA DA BOLANDEIRA RESERVATORIO R7 L05072	-12.958.587	-384.673.789	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	09:07:00
220110000049	2022-05-16 16:45:20	2022-04-26	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA SAO GONCALO RESERVATORIO R7	-12.958.587	-384.673.789	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	09:11:00
220110000043	2022-05-16 16:30:17	2022-04-26	RUA DR OSVALDO JOSÉ LEAL - AGUAS CLARAS	Urbana	Bairro	PIRAJA	Outro	EMBASA PIRAJA RESERVATORIO	-128.937.082	-38.440.751	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	09:46:00
220110000041	2022-05-16 15:57:39	2022-04-26	PARQUE DA BOLANDEIRA, SN	Urbana	Bairro	BOCA DO RIO			-129.735.981	-38.425.973	292740	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:18:00
220110000042	2022-05-16 16:28:21	2022-04-26	PARQUE DA BOLANDEIRA, SN	Urbana	Bairro	BOCA DO RIO			-129.735.981	-38.425.973	292740	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:20:00
220110000052	2022-05-16 16:53:14	2022-04-26	RUA SALDANHA MARINHO	Urbana	Bairro	CAIXA D'AGUA	Estabelecimento de saúde	HOSPITAL ANA NERY 	-129.569.507	-384.955.637	292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:44:00
220110000053	2022-05-16 16:54:40	2022-04-26	RUA PLÍNIO DE LIMA, SN	Urbana	Bairro	BONFIM	Estabelecimento de saúde	HOSPITAL SAGRADA FAMILIA	-129.245.801	-38.510.562	292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	15:04:00
220110000054	2022-05-16 16:56:25	2022-04-26	AVENIDA DENDEZEIROS	Urbana	Bairro	ROMA	Estabelecimento de saúde	HOSPITAL IRMA DULCE	-129.347.955	-385.068.328	292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	15:19:00
220110000051	2022-05-16 16:51:40	2022-04-26	RUA AUGUSTO VIANA	Urbana	Bairro	CANELA	Estabelecimento de saúde	HOSPITAL DAS CLINICAS	-129.926.779	-38.519.835	292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	16:05:00
220110000050	2022-05-16 16:50:09	2022-04-26	LADEIRA DO ALTO DA BOLA	Urbana	Bairro	FEDERACAO	Outro	EMBASA FEDERACAO RESERVATORIO	-129.930.716	-385.036.095	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	16:20:00
FR 25018	2022-06-23 08:37:34	2022-04-27		Rural	Povoado/Lugarejo	DEGREDO	Casa	AUZENIR SONIA C CAVATTI			320320	SOLUÇÃO ALTERNATIVA		Desastre	13:46:00
220101000157	2024-03-14 08:51:21	2022-04-28	ZONA RURAL DE CERAIMA	Rural	Povoado/Lugarejo	NUCLEO HABITACIONAL DE CERAIMA					291170	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:00:00
220101000158	2022-08-31 14:47:06	2022-04-28	RUA JAGUAQUARA, S/N PRIMAVERA	Urbana	Bairro	PRIMAVERA					291640	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:51:00
220307000724	2022-05-24 15:45:38	2022-04-28	ESF RURAL	Urbana	Sede de distrito (ou vila)	PADRE FIALHO					314090	INTRA-DOMICILIAR / INTRA-PREDIAL	Bebedouro	Rotina	09:01:00
220902000087	2022-10-05 15:04:02	2022-05-02	FAZENDA LOPES	Rural	Núcleo/Propriedade Rural	LOPES II ACUDE	Outro	LOPES II			260200	SOLUÇÃO ALTERNATIVA		Rotina	08:40:00
220902000089	2022-10-05 14:59:12	2022-05-02	SÍTIO CAMARA	Rural	Núcleo/Propriedade Rural	SITIO CAMARA	Outro	BARRAGEM DO CAMARA			260200	SOLUÇÃO ALTERNATIVA		Rotina	10:30:00
19/2022	2022-05-11 07:34:42	2022-05-04	AVENIDA CADIGE FAITARONE FERES Nº 153 BAIRRO: EDUARDO GIRAUDON	Urbana	Bairro	CENTRO					312700	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	14:40:00
20/2022	2022-05-11 07:38:27	2022-05-04	BR 153 Nº S/N° BAIRRO: CENTRO	Urbana	Bairro	CENTRO	Estabelecimento de saúde	UNIDADE MISTA DE SAUDE			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:50:00
21/2022	2022-05-11 07:41:15	2022-05-04	RUA CAMPO FLORIDO Nº 395 BAIRRO: JARDIM ÂNGELO PASSUELO	Urbana	Bairro	JARDIM A PASSUELO	Creche	CRECHE DONA MENCORA			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	15:05:00
22/2022	2022-05-11 07:44:24	2022-05-04	RUA GODOFREDO ANTONIO DA COSTA Nº 238 BAIRRO: DISTRITO SANTO ANTONIO DO RIO GRANDE	Urbana	Sede de distrito (ou vila)	SANTO ANTONIO DO RIO GRANDE	Estabelecimento de ensino	ESCOLA MUNICIPAL MARECHAL CASTELO BRANCO			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	15:13:00
23/2022	2022-05-11 07:47:32	2022-05-04	AVENIDA AURÉLIO LUIZ MISTIERI Nº 370 BAIRRO: CENTRO	Urbana	Bairro	CENTRO	Estabelecimento de ensino	ESCOLA ESTADUAL POLIANO ZIZA FERREIRA			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	15:25:00
24/2022	2022-05-11 07:50:30	2022-05-04	RUA HIGINO FLORÊNCIO DE SOUZA Nº 880 BAIRRO: VILA REIS	Urbana	Bairro	VILA REIS	Estabelecimento de saúde	ESF TONICO MORAIS			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	15:31:00
164607/2022-0	2023-03-21 08:07:02	2022-05-06	ZONA RUARAL - ÁGUA TRATADA	Rural	Comunidade Ribeirinha	PACAMAO					314740	SOLUÇÃO ALTERNATIVA		Desastre	07:00:00
220532000119	2023-02-27 12:45:45	2022-05-09	SITIO LAJES GARANHUNS								260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:30:00
220532000118	2023-02-27 12:41:57	2022-05-09	SITIO LAJES GARANHUNS PE								260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:32:00
220532000120	2023-02-27 12:48:12	2022-05-09	RUA DO COLUMINHO SN HELIOPOLIS	Urbana	Bairro	SAO JOSE					260600	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Água pós-filtração/pré-desinfecção	Rotina	09:13:00
220202000205	2022-08-25 14:05:54	2022-05-11		Urbana	Bairro	CAMPO LIMPO					291080	SISTEMA DE DISTRIBUIÇÃO	Torneira antes da reservação	Rotina	10:10:00
220101000183	2022-09-21 12:55:24	2022-05-11	RUA DIRETA S/N	Urbana	Bairro	ALTO DO SAO ROQUE 					293290	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:00:00
FR 28074	2024-05-15 08:58:39	2022-05-11									320320	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Desastre	12:18:00
220101000207	2022-07-25 14:05:35	2022-05-18	ETA SAAE SEDE	Urbana	Bairro	SANTO ANTONIO					291840	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	15:00:00
220101000512	2022-09-02 11:30:32	2022-05-23	RUA BOA VIAGEM 700	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	07:20:00
220101000518	2022-09-02 11:34:27	2022-05-23	RUA BARTOLOMEU DE ANACLETO 10	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	07:20:00
2201010000511	2022-09-02 11:27:44	2022-05-23	RUA BARTOLOMEU DE ANACLETO 10	Urbana	Bairro	SALGADO					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	07:55:00
220101000517	2022-09-02 11:32:29	2022-05-23	RUA BARTOLOMEU DE ANACLETO 10	Urbana	Bairro	SALGADO					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	07:55:00
220814000212	2023-01-12 14:31:40	2022-05-23	DISTRITO DE IZACOLÂNDIA	Urbana	Área urbana isolada	IZACOLANDIA					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:20:00
220812000213	2023-03-02 09:36:53	2022-05-23	DISTRITO DE IZACOLÂNDIA								261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:23:00
220814000213	2023-01-23 15:35:26	2022-05-23									261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:23:00
220101000519	2022-09-02 11:36:38	2022-05-23	ETA BEZERROS	Urbana	Bairro	CENTRO					260190	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:00:00
220101000520	2022-09-02 11:38:54	2022-05-23	ETA BEZERROS								260190	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:30:00
220814000214	2023-01-12 14:34:49	2022-05-23	MORRO DO CRIOULO PETROLINA	Rural	Povoado/Lugarejo	FAZENDA TERRA NOVA					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:10:00
220814000215	2023-01-23 15:33:11	2022-05-23									261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:12:00
220101515	2022-09-02 11:37:18	2022-05-23	RUA SÃO PEDRO S/N	Urbana	Bairro	CRUZEIRO					260640	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:15:00
220101000516	2022-09-02 11:39:19	2022-05-23	RUA SÃO PEDRO S/N								260640	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	11:16:00
220814000210	2023-01-12 14:26:13	2022-05-23	DISTRITO INDUSTRIAL DE PETROLINA	Urbana	Bairro	DISTRITO INDUSTRIAL					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:25:00
220814000211	2023-01-23 15:38:57	2022-05-23									261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	11:28:00
220101000513	2022-09-02 11:32:28	2022-05-23	ETA BEZERROS	Urbana	Bairro	CENTRO					260190	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	12:00:00
220101000514	2022-09-02 11:34:47	2022-05-23	ETA BEZERROS								260190	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	12:00:00
FR 32958	2022-08-10 10:18:44	2022-05-25		Rural	Povoado/Lugarejo	DEGREDO	Casa	AUZENIR SONIA C CAVATTI			320320	SOLUÇÃO ALTERNATIVA		Desastre	13:11:00
220110000055	2022-07-08 10:53:13	2022-05-26	PARQUE DA BOLANDEIRA	Urbana	Bairro	BOCA DO RIO			-129.735.981	-38.425.973	292740	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:44:00
220110000056	2022-07-08 10:57:27	2022-05-26	PARQUE DA BOLANDEIRA	Urbana	Bairro	BOCA DO RIO			-129.735.981	-38.425.973	292740	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:51:00
220110000057	2022-07-08 10:59:04	2022-05-26	RUA DR JOSÉ OSVALDO LEAL - AGUAS CLARAS	Urbana	Bairro	PIRAJA	Outro	EMBASA PIRAJA RESERVATORIO	-128.937.082	-38.440.751	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:25:00
220110000058	2022-07-08 11:00:46	2022-05-26	AVENIDA EDGARD SANTOS	Urbana	Bairro	CABULA	Estabelecimento de saúde	HOSPITAL ROBERTO SANTOS 	-129.584.187	-384.523.852	292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	10:32:00
220110000059	2022-07-08 11:02:18	2022-05-26	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA LIBERDADE RESERVATORIO R7 L05069	-129.585.879	-384.673.789	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:45:00
220110000060	2022-07-08 11:04:06	2022-05-26	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA DA CAMARA NOVA RESERVATORIO R7 L05027	-129.585.879	-384.673.789	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:50:00
220110000061	2022-07-08 11:06:30	2022-05-26	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA CHEGADA DA ETA PRINCIPAL RESERVATORIO R7 L05071	-129.585.879	-384.673.789	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:55:00
220110000062	2022-07-08 11:10:00	2022-05-26	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA CHEGADA ALTA CARGA DA BOLANDEIRA RESERVATORIO R7 L05072	-129.585.879	-384.673.789	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	11:00:00
220110000063	2022-07-08 11:15:53	2022-05-26	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA SAO GONCALO RESERVATORIO R7	-129.585.879	-384.673.789	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	11:05:00
220101000214	2022-08-31 14:49:48	2022-05-26	RUA JAGUAQUARA, S/N PRIMAVERA	Urbana	Bairro	PRIMAVERA					291640	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:26:00
220110000064	2022-07-08 11:17:33	2022-05-26	LADEIRA DO ALTO DA BOLA	Urbana	Bairro	FEDERACAO	Outro	EMBASA FEDERACAO RESERVATORIO	-129.930.715	-385.036.095	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	14:07:00
220110000065	2022-07-08 11:19:55	2022-05-26	PRAÇA ALMIRANTE COELHO NETO, N 5	Urbana	Bairro	BARRIS	Praça	PRACA ALMIRANTE COELHO NETO EM FRENTE A CLINICA NEPHRON	-129.870.789	-385.140.828	292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:23:00
220110000066	2022-07-08 11:21:42	2022-05-26	RUA SALDANHA MARINHO	Urbana	Bairro	CAIXA D'AGUA	Estabelecimento de saúde	HOSPITAL ANA NERY 	-129.569.506	-384.955.637	292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:46:00
220110000067	2022-07-08 11:23:19	2022-05-26	RUA PLÍNIO DE LIMA  S/N	Urbana	Bairro	BONFIM	Estabelecimento de saúde	HOSPITAL SAGRADA FAMILIA	-129.245.801	-385.105.627	292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	15:08:00
220110000068	2022-07-08 11:24:40	2022-05-26	AVENIDA DENDEZEIROS - LARGO DE ROMA	Urbana	Bairro	ROMA	Estabelecimento de saúde	HOSPITAL IRMA DULCE	-129.347.954	-385.068.328	292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	15:20:00
FR 33613	2024-05-15 09:34:24	2022-06-01									320320	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Desastre	11:28:00
25/2022	2022-06-20 13:08:35	2022-06-05	AVENIDA CADIGE FAITARONE FERES Nº 153 BAIRRO: EDUARDO GIRAUDON	Urbana	Bairro	CENTRO					312700	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	15:30:00
26/2022	2022-06-20 13:13:48	2022-06-05	BR 153 Nº S/Nº BAIRRO: CENTRO	Urbana	Bairro	CENTRO	Estabelecimento de saúde	UNIDADE MISTA DE SAUDE			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	16:00:00
28/2022	2022-06-20 13:22:27	2022-06-05	RUA GODOFREDO ANTONIO DA COSTA N] 238 BAIRRO: DISTRITO SANTO ANTONIO DO RIO GRANDE	Urbana	Sede de distrito (ou vila)	SANTO ANTONIO DO RIO GRANDE	Estabelecimento de ensino	ESCOLA MUNICIPAL MARECHAL CASTELO BRANCO			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	16:05:00
27/2022	2022-06-20 13:17:51	2022-06-05	RUA CAMPO FLORIDO Nº 395 BAIRRO: JARDIM ÂNGELO PASSUELO	Urbana	Bairro	JARDIM A PASSUELO	Creche	CRECHE DONA MENCORA			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	16:10:00
29/2022	2022-06-20 13:28:15	2022-06-05	AVENIDA AURÉLIO LUIZ MISTIERI Nº 370 BAIRRO: CENTRO	Urbana	Bairro	CENTRO	Estabelecimento de ensino	ESCOLA ESTADUAL POLIANO ZIZA FERREIRA			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	16:25:00
30/2022	2022-06-20 13:31:36	2022-06-05	RUA HIGINO FLORÊNCIO DE SOUZA Nº 880 BAIRRO: VILA REIS	Urbana	Bairro	VILA REIS	Estabelecimento de saúde	ESF TONICO MORAIS			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	16:40:00
220101000569	2022-09-16 10:56:14	2022-06-06		Rural	Povoado/Lugarejo	POVOADO POCO DA CERCA					261390	SOLUÇÃO ALTERNATIVA		Rotina	09:00:00
220101000570	2022-09-16 10:59:55	2022-06-06		Rural	Povoado/Lugarejo	POVOADO POCO DA CERCA					261390	SOLUÇÃO ALTERNATIVA		Rotina	09:00:00
220921000071	2022-10-24 10:46:13	2022-06-06	SÍTIO ALGODÕES	Rural	Núcleo/Propriedade Rural	FAZENDA ALGODOES 	Grupo de casas	SITIO FAZENDA ALGODOES 			260990	SOLUÇÃO ALTERNATIVA		Rotina	09:20:00
220921000072	2022-10-24 10:40:07	2022-06-06	SÍTIO ALGODÕES	Rural	Núcleo/Propriedade Rural	FAZENDA ALGODOES 	Grupo de casas	SITIO FAZENDA ALGODOES 			260990	SOLUÇÃO ALTERNATIVA		Rotina	09:20:00
220921000073	2022-10-24 10:38:37	2022-06-06	SÍTIO TAMBORIL	Rural	Núcleo/Propriedade Rural	FAZENDA TAMBORIL 	Grupo de casas	SITIO FAZENDA TAMBORIL			260990	SOLUÇÃO ALTERNATIVA		Rotina	10:30:00
220921000074	2022-10-24 10:11:26	2022-06-06	SÍTIO TAMBORIL	Rural	Núcleo/Propriedade Rural	FAZENDA TAMBORIL 	Grupo de casas	SITIO FAZENDA TAMBORIL			260990	SOLUÇÃO ALTERNATIVA		Rotina	10:30:00
220101000254	2022-08-23 15:36:33	2022-06-08	ROD BR 415, S/N, SÃO LOURENÇO	Urbana	Área urbana isolada	BR 101					291480	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	13:51:00
2002020000242	2022-08-25 11:15:30	2022-06-08		Urbana	Bairro	CAMPO LIMPO					291080	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	15:00:00
220101000253	2022-12-16 11:03:18	2022-06-08	RODOVIA BR 330 KM 17	Urbana	Bairro	JEQUIEZINHO					291800	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	16:44:00
220101000259	2022-09-05 09:59:22	2022-06-09	POVOADO DO MURICI ETA EMBASA	Rural	Povoado/Lugarejo	MURICI					290820	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	15:21:00
220814000241	2023-01-23 15:31:15	2022-06-13									261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:22:00
220814000240	2023-01-12 14:41:08	2022-06-13	ETA IZACOLÂNDIA	Urbana	Área urbana isolada	IZACOLANDIA					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:44:00
220814000243	2023-01-23 15:29:20	2022-06-13									261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	12:30:00
22081400242	2023-01-12 14:45:09	2022-06-13	ETA VITÓRIA	Urbana	Bairro	DISTRITO INDUSTRIAL					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	12:30:00
220101000654	2022-10-14 10:04:27	2022-06-17	RUA SÃO PEDRO SN	Urbana	Bairro	CRUZEIRO					260640	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:25:00
003CIANO	2022-09-13 10:22:22	2022-06-19	ETA - BARREIRAS - BR 242	Rural	Povoado/Lugarejo	KM 05 BR 020					290320	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Água pós-filtração/pré-desinfecção	Rotina	18:00:00
220101000623	2022-09-02 11:43:18	2022-06-20	RUA BOA VIAGEM 700	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	07:35:00
220101000629	2022-09-02 11:45:40	2022-06-20	RUA BOA VIAGEM 700	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	07:38:00
220101000622	2022-09-02 11:41:30	2022-06-20	RUA BARTOLOMEU DE ANACLETO 10	Urbana	Bairro	SALGADO					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:05:00
220101000628	2022-09-02 11:43:42	2022-06-20	RUA BARTOLOMEU DE ANACLETO 10	Urbana	Bairro	SALGADO					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:08:00
220101000630	2022-09-02 11:47:18	2022-06-20	ETA BEZERROS	Urbana	Bairro	CENTRO					260190	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:00:00
220532000154	2023-03-09 11:33:55	2022-06-20	SITIO LAJES GARANHUNS PE								260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:35:00
2205320001552	2023-03-09 11:43:03	2022-06-20	SITIO LAJES GARANHUNS PE								260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:37:00
220101000631	2022-09-02 11:49:03	2022-06-20	ETA BEZERROS								260190	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:45:00
220101000627	2022-09-02 11:50:32	2022-06-20	RUA SÃO PEDRO S/N								260640	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:20:00
220101000633	2022-09-02 11:51:50	2022-06-20	RUA SAO PEDRO SN								260640	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:22:00
220101000626	2022-09-02 11:48:51	2022-06-20	RUA SÃO PEDRO S/N	Urbana	Bairro	CRUZEIRO					260640	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:28:00
220814000251	2023-01-23 13:12:56	2022-06-20		Urbana	Bairro	CENTRO					260300	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:05:00
220814000250	2023-01-23 15:20:59	2022-06-20									260300	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	11:10:00
220814000252	2023-01-23 13:10:29	2022-06-20		Urbana	Bairro	CENTRO					260980	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:35:00
220814000253	2023-01-23 15:18:18	2022-06-20									260980	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	11:35:00
220101000624	2022-09-02 11:45:16	2022-06-20	ETA BEZERROS	Urbana	Bairro	CENTRO					260190	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	12:00:00
220101000625	2022-09-02 11:47:08	2022-06-20	ETA BEZERROS								260190	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	12:00:00
220814000254	2023-01-23 15:12:45	2022-06-20									261260	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	12:21:00
220814000255	2023-01-23 13:02:16	2022-06-20		Urbana	Bairro	CENTRO					261260	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	12:21:00
220814000244	2023-01-12 14:50:09	2022-06-20	ETA MORRO DO CRIOULO	Rural	Povoado/Lugarejo	FAZENDA TERRA NOVA					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	14:04:00
220814000245	2023-01-23 15:26:58	2022-06-20									261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	14:04:00
220814000249	2023-01-23 15:22:37	2022-06-20									261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	15:20:00
220814000246	2023-01-12 14:53:57	2022-06-20	ETA SERROTE DO URUBU	Rural	Comunidade Ribeirinha	SERROTE DO URUBU					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	15:48:00
220814000247	2023-01-23 15:25:04	2022-06-20									261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	15:48:00
